budget,popularity,gross,duration,num_voted_users,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,companies_1,companies_2,companies_3,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie,nice
5.107180730866933,4.0531829382870805,16.615708770720442,2.4385956093485777,8.999729237992728,0.5262132200840619,-0.480837666422904,1.1482116429516835,1.710378955338993,1.2890698196319548,-0.47225148293770947,0.7597167161047319,-1.6190468625851056,1.7782140086779707,2.2538293714128046,3.213694165392725,2.8244592568238516,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
6.654402234271598,3.6962583612571525,5.3963311929525855,2.7482633704504726,3.0861997582188443,0.36507583636160557,-0.649452267205869,-0.11609561561452773,0.8266109663627147,0.12306415640456937,1.144672432785117,-0.6262267072095283,0.05082056046412042,1.7782140086779707,2.2538293714128046,3.213694165392725,-0.3540500708530367,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.3036533027278425,2.6996377744723548,4.9030536272654,1.8192600871447875,3.0586572921486646,1.0096253712514307,1.0977438547003722,-1.0248164577089922,-1.1536370777044762,0.3840273286506985,-1.3457908739396698,-1.3653965329771338,-2.2444155389461704,1.7782140086779707,2.2538293714128046,-0.3111683777406978,-0.3540500708530367,2.4291690079048673,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.4264486601409105,2.854797918029084,6.157440180871275,2.571310364106533,6.817393838196722,0.7679192956677463,-1.2439640923802888,-1.153222663657123,0.583511462231704,-0.632063320733166,-0.2720132271206412,0.8803975039851573,-1.7787154608049518,1.7782140086779707,-0.44368931059459643,-0.3111683777406978,-0.3540500708530367,2.4291690079048673,1.0445038274404062,1.664336413886065,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.672039374967048,0.7051977640908588,1.2397339712741107,1.1114480617690272,1.1614674234321662,0.7679192956677463,-1.6320683890100445,1.4165476887150852,0.3492749608554698,1.166916845389086,1.144672432785117,1.0142777530400042,0.7294121028984673,1.7782140086779707,2.2538293714128046,-0.3111683777406978,2.8244592568238516,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.622921232001821,2.9612584240755058,4.965673424821453,1.4211158228709222,2.337692739135136,0.36507583636160557,1.1021045771344142,1.4807507916891507,0.16821647600789416,-0.346669553638463,-1.3457908739396698,-0.5074315566397346,-0.6898643257223889,1.7782140086779707,2.2538293714128046,3.213694165392725,-0.3540500708530367,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,0
5.672039374967048,0.8546625605153917,3.1290459305714617,-0.3041759889824935,2.138414896392071,0.6067819119452901,-1.3718786171121933,1.6848837344784868,0.3834608286238932,-0.87747975080293,1.144672432785117,0.865312405500104,0.7294121028984673,-0.5623620076772755,-0.44368931059459643,-0.3111683777406978,-0.3540500708530367,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,4.418782753840817,2.8918113872476545,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
6.163220804619323,3.545271813141758,8.125410623872662,1.5095923260428923,4.922634187074651,1.0096253712514307,-0.05639401617612996,1.0115742699555956,-1.1827583724701702,0.46065055794849813,-0.1093196442692732,0.11294311855807711,-0.09332470181768526,1.7782140086779707,2.2538293714128046,-0.3111683777406978,2.8244592568238516,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.4264486601409105,2.4327323916826766,5.230273844061912,2.0404513450747124,3.7285872756792124,0.5262132200840619,-0.9939493394952028,-1.0182315240706263,1.1444129222839838,-0.7742049634885043,1.1571873237736838,-0.8166760755833247,0.7294121028984673,-0.5623620076772755,2.2538293714128046,3.213694165392725,-0.3540500708530367,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,2.8918113872476545,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,1
5.4264486601409105,4.22144177044073,4.857521765712501,1.9519748419027425,5.1146213770344335,1.090194063112659,1.6297519916535204,-1.4511909107931702,-0.5015733036030674,-0.6442786181574528,-1.2606896152174158,-1.7877792905586225,0.6140958930730227,1.7782140086779707,2.2538293714128046,3.213694165392725,-0.3540500708530367,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,0
5.917630089793185,1.1452216389307137,1.8964644789569798,2.0846895966606973,0.5749749106436329,0.28450714450037745,-1.3747857654015547,-1.3590018398560506,0.1479581839969766,0.07642392987547396,-1.2606896152174158,-0.48480390891215486,0.6140958930730227,1.7782140086779707,2.2538293714128046,3.213694165392725,2.8244592568238516,-0.4116634111277788,-0.9573923749523595,-0.600840065540053,-0.22630666762940493,-0.34580401903450975,-0.13179226623885335,-0.7476024645394065,-0.4782290174099253,-0.34806387256328897,-0.27948967443266687,-0.20680981506980123,-0.17580648496156112,-0.20015152337256542,-0.15309854575861567,-0.08443563956014298,-0.040846108604279764,0
